0.005,2998,19952
0.007,5998,43904
0.009,8998,69808
0.012,11998,95808
0.015,14998,123616
0.018,17998,151616
0.022,20998,179616
0.023,23998,207616
0.027,26998,237232
0.029,29998,267232
0.04,32998,297232
0.04,35998,327232
0.044,38998,357232
0.042,41998,387232
0.047,44998,417232
0.048,47998,447232
0.052,50998,478464
0.056,53998,510464
0.059,56998,542464
0.06,59998,574464
