0.00012,3838.38,2502.74
0.00059,15237.1,10017.8
0.00112,33809.9,22549.6
0.00176,59496.9,39664.4
0.0028,93750,62790
0.00403,135180,90055.3
0.00557,185384,122913
0.00719,242500,160404
0.00902,301396,201298
0.0111,374900,248869
0.01355,455833,303310
0.01596,537532,356948
0.0189,634400,422798
0.02198,733458,490496
0.03067,844874,565929
0.02963,964146,642556
0.03232,1.08502e+06,721631
0.03615,1.21545e+06,812102
0.03978,1.34775e+06,895312
0.04452,1.4979e+06,996399
